"Room","Capacity","UUID","Professor","Class","Title","Type","Time","Length"
"WEB L101",208,"U0471866","PARKER, D.","CS 4400-001","Computer Systems","LECTURE","M1325|W1325",80
"WEB 2250",74,"U0384504","ALTIZER, R. A.","CS 4510-001","EAE Senior Project I","LECTURE","T1400|H1400",80
"MEB 3143",24,"U0032422","DAVIS, A. L.","CS 4710-001","Comptr Eng Sr Project","SPECIAL PROJECTS","T1400|H1400",80
"WEB L226",40,"U0063547","JENSEN, P. A.","CS 4960-001","Programming Challenges","SPECIAL TOPICS","T1225|H1225",80
"WEB L112",60,"U0636183","HALL, M. W.","CS 4961-001","Parallel Programming","SPECIAL TOPICS","T0910|H0910",80
"WEB L101",208,"U0028988","ZACHARY, J. L.","CS 5010-001","Software Practice","LECTURE","T1400|H1400",80
"MEB 3225",30,"U0028988","ZACHARY, J. L.","CS 5010-002","Software Practice","DISCUSSION","W0835",50
"MEB 3225",30,"U0028988","ZACHARY, J. L.","CS 5010-003","Software Practice","DISCUSSION","W0940",50
"MEB 3225",30,"U0028988","ZACHARY, J. L.","CS 5010-004","Software Practice","DISCUSSION","W1045",50
"MEB 3225",30,"U0028988","ZACHARY, J. L.","CS 5010-005","Software Practice","DISCUSSION","W1150",50
"MEB 3225",30,"U0028988","ZACHARY, J. L.","CS 5010-006","Software Practice","DISCUSSION","W1255",50
"MEB 3105",60,"U0028988","ZACHARY, J. L.","CS 5040-001","Teaching Intro Comp Sci","LECTURE","W1505",50
"WEB 1230",92,"U0548623","VENKATASUBRAMANIAN, S.","CS 5150-001","Advanced Algorithms","LECTURE","T1400|H1400",80
"WEB 2230",88,"U0029780","HOLLERBACH, J. M.","CS 5310-001","Robotics","LECTURE","M1400|W1400|F1400",50
"MEB 3105",60,"U0028599","RILOFF, E. M.","CS 5340-001","Natural Language","LECTURE","T1400|H1400",80
"WEB 2230",88,"U0281050","REGEHR, J.","CS 5460-001","Operating Systems","LECTURE","T1225|H1225",80
"WEB L122",50,"U0176314","FLATT, M.","CS 5510-001","Programming Languages","LECTURE","T1045|H1045",80
"WEB 1248",0,"U0028553","RIESENFELD, R. F.","CS 5540-001","Human/Computer Interact","LECTURE","M0940|W0940|F0940",50
"WEB 1248",0,"U0028553","RIESENFELD, R. F.","CS 5540-002","Human/Computer Interact","LECTURE","M1045|W1045|F1045",50
"WEB 1250",0,"U0029088","HANSEN, C. D.","CS 5610-001","Interactive Comp Graph","LECTURE","T1400|H1400",80
"WEB L112",60,"U0632547","PASCUCCI, V.","CS 5630-001","Scientifc Visualization","LECTURE","T1045|H1045",80
"WEB 1250",0,"U0504657","STEVENS, K. S.","CS 5710-001","Digital VLSI Design","LECTURE","T1225|H1225",80
"WEB L122",50,"U0281050","REGEHR, J.","CS 5785-001","Adv. Embedded Systems","LECTURE","T1400|H1400",80
"MEB 2265",1,"U0281050","REGEHR, J.","CS 5785-002","Adv. Embedded Systems","LABORATORY","T1540",80
"MEB 3147",1,"U0028245","GOPALAKRISHNAN, G.","CS 5955-001","Practical Parallel & Concurren","SPECIAL TOPICS","F1150",115
"WEB L112",60,"U0361169","KALLA, P.","CS 5960-001","Comp Algebra for ECE & CS","SPECIAL TOPICS","M1400|W1400|F1400",50
"WEB L122",50,"U0631411","BARGTEIL, A. W.","CS 5967-001","Physics-based Animation","SPECIAL TOPICS","M1325|W1325",80
"SCULPT 183",20,"U0031683","BRUNVAND, E. L.","CS 5968-001","Embedded Sys and Kinetic Art","SPECIAL TOPICS","M1150|W1150",180
"WEB 1230",92,"U0548623","VENKATASUBRAMANIAN, S.","CS 6150-001","Advanced Algorithms","LECTURE","T1400|H1400",80
"WEB 1230",92,"U0031775","SIKORSKI, C.","CS 6210-001","Adv Sci Computing I","LECTURE","T1540|H1540",80
"WEB 2230",88,"U0029780","HOLLERBACH, J. M.","CS 6310-001","Robotics","LECTURE","M1400|W1400|F1400",50
"MEB 3105",60,"U0028599","RILOFF, E. M.","CS 6340-001","Natural Language","LECTURE","T1400|H1400",80
"MEB 3105",60,"U0061533","JOHNSON, D. E.","CS 6370-001","Motion Planning","LECTURE","M1255|W1255|F1255",50
"WEB 2230",88,"U0281050","REGEHR, J.","CS 6460-001","Operating Systems","LECTURE","T1225|H1225",80
"WEB 1248",0,"U0028553","RIESENFELD, R. F.","CS 6540-001","Human/Computer Interact","LECTURE","M0940|W0940|F0940",50
"WEB 1248",0,"U0028553","RIESENFELD, R. F.","CS 6540-002","Human/Computer Interact","LECTURE","M1045|W1045|F1045",50
"WEB 1250",0,"U0029088","HANSEN, C. D.","CS 6610-001","Interactive Comp Graph","LECTURE","T1400|H1400",80
"WEB L112",60,"U0632547","PASCUCCI, V.","CS 6630-001","Scientifc Visualization","LECTURE","T1045|H1045",80
"MEB 3105",60,"U0564884","GERIG, G.","CS 6640-001","Image Processing","LECTURE","M1045|W1045",80
"WEB 1450",0,"U0028572","COHEN, E.","CS 6670-001","Cptr-Aided Geom Des I","LECTURE","T0910|H0910",80
"WEB 1250",0,"U0504657","STEVENS, K. S.","CS 6710-001","Digital VLSI Design","LECTURE","T1225|H1225",80
"MEB 3105",60,"U0030884","MYERS, C. J.","CS 6760-001","Modeling Bio Networks","LECTURE","T1540|H1540",80
"WEB L122",50,"U0281050","REGEHR, J.","CS 6785-001","Adv Embedded Systems","LECTURE","T1400|H1400",80
"MEB 2265",1,"U0281050","REGEHR, J.","CS 6785-002","Adv Embedded Systems","LABORATORY","T1540",80
"WEB 2230",88,"U0415400","BALASUBRAMONIAN, R.","CS 6810-001","Computer Architecture","LECTURE","T1045|H1045",80
"TBD",0,"U0319743","VAN LANGEVELD, M. C.","CS 6955-001","Game Design and Development","SPECIAL TOPICS","T1800",180
"MEB 3147",1,"U0028245","GOPALAKRISHNAN, G.","CS 6955-002","Pract Parallel & Conc. Program","SPECIAL TOPICS","F1150",115
"TBD",0,"U0384504","ALTIZER, R. A.","CS 6956-001","Game Projects I","SPECIAL TOPICS","M1540|W1540",80
"TBD",0,"U0319743","VAN LANGEVELD, M. C.","CS 6957-001","Game Development I","SPECIAL TOPICS","M1800",180
"M LI 1120",45,"U0319743","VAN LANGEVELD, M. C.","CS 6960-001","3D Modeling/Machinima","SPECIAL TOPICS","T1545",155
"M LI 1120",45,"U0319743","VAN LANGEVELD, M. C.","CS 6960-002","3D Modeling for VG&M","SPECIAL TOPICS","H1545",155
"WEB L112",60,"U0361169","KALLA, P.","CS 6962-001","Comp Algebra for ECE & CS","SPECIAL TOPICS","M1400|W1400|F1400",50
"WEB L122",50,"U0631411","BARGTEIL, A. W.","CS 6967-001","Physics-based Animation","SPECIAL TOPICS","M1325|W1325",80
"MEB 3147",1,"U0028245","GOPALAKRISHNAN, G.","CS 7930-001","Colloquium","SEMINAR","M1540|W1540|F1540",80
"WEB 3760",10,"U0583648","PRASTAWA, M.","CS 7932-001","Scientific Computing & Imaging","SEMINAR","F1400",50
"MEB 3515",20,"U0631411","BARGTEIL, A. W.","CS 7933-002","Graphics Seminar","SEMINAR","T1200",120
"MEB 3147",1,"U0548623","VENKATASUBRAMANIAN, S.","CS 7936-001","Algorithms","SEMINAR","W1325",80
"WEB 1450",0,"U0032422","DAVIS, A. L.","CS 7937-001","Arch/ASYNC","SEMINAR","T1400",80
"WEB 3760",10,"U0564884","GERIG, G.","CS 7938-001","Medical Imaging","SEMINAR","M1200",90
"MEB 3147",1,"U0029780","HOLLERBACH, J. M.","CS 7939-001","Robotics","SEMINAR","H1255",50
"TBD",0,"U0031683","BRUNVAND, E. L.","CS 7940-001","Hardware Ray Tracing","SEMINAR","H1400",80
"WEB 3760",10,"U0029088","HANSEN, C. D.","CS 7942-001","Visualization Seminar","SEMINAR","F1200",50
