"Room","Capacity","UUID","Professor","Class","Title","Type","Time","Length"
"EMCB 102",0,"U0361206","PRAUN, E. C.","CP SC 5610-001","Adv Computer Graphics I","LECTURE","T1400|H1400",80
"EMCB 114",0,"U0237293","WHITAKER, R. T.","CP SC 5630-001","Scientifc Visualization","LECTURE","T1225|H1225",80
"CRCC 115",102,"U0031683","BRUNVAND, E. L.","CP SC 5710-001","Digital VLSI Design","LECTURE","T1225|H1225",80
"EMCB 112",0,"U0030884","MYERS, C. J.","CP SC 5750-001","Syn/Verif Asyn VLSI Sys","LECTURE","T1540|H1540",80
"EMCB 101",0,"U0415400","BALASUBRAMONIAN, R.","CP SC 5810-001","Adv Cptr Architecture","LECTURE","T1045|H1045",80
"EMCB 103",0,"U0030391","HOLLAAR, L. A.","CP SC 5960-001","Introduction to Networks","SPECIAL TOPICS","M1845|W1845",80
"MEB 3105",60,"U0028988","ZACHARY, J. L.","CP SC 5961-001","Graduate TA Workshop","SPECIAL TOPICS","W1505",55
"MEB 3225",30,"U0028293","DRAKE, S. H.","CP SC 5963-001","Advanced Manufacturing","SPECIAL TOPICS","T1800",150
"EMCB 114",0,"U0031775","SIKORSKI, C.","CP SC 6210-001","Adv Sci Computing I","LECTURE","T1540|H1540",80
"EMCB 112",0,"U0029780","HOLLERBACH, J. M.","CP SC 6310-001","Robotics","LECTURE","M1400|W1400|F1400",50
"EMCB 208",0,"U0030110","HENDERSON, T. C.","CP SC 6320-001","Computer Vision","LECTURE","T1540|H1540",80
"EMCB 120",0,"U0028599","RILOFF, E. M.","CP SC 6340-001","Natural Language","LECTURE","T1400|H1400",80
"WBB 212",30,"U0240900","WILLEMSEN, P.","CP SC 6360-001","Virtual Reality","LECTURE","T1540|H1540",80
"EMCB 102",0,"U0412170","KASERA, S. K.","CP SC 6480-001","Networks","LECTURE","T0910|H0910",80
"EMCB 105",0,"U9999996","SILVA, J. F. D. L. E.","CP SC 6530-001","Database Systems","LECTURE","M0940|W0940|F0940",50
"EMCB 114",0,"U0028553","RIESENFELD, R. F.","CP SC 6540-001","Human/Computer Interact","LECTURE","M1045|W1045|F1045",50
"EMCB 102",0,"U0361206","PRAUN, E. C.","CP SC 6610-001","Adv Computer Graphics I","LECTURE","T1400|H1400",80
"EMCB 114",0,"U0237293","WHITAKER, R. T.","CP SC 6630-001","Scientifc Visualization","LECTURE","T1225|H1225",80
"MEB 3105",60,"U0028572","COHEN, E.","CP SC 6670-001","Cptr-Aided Geom Des I","LECTURE","T0910|H0910",80
"CRCC 115",102,"U0031683","BRUNVAND, E. L.","CP SC 6710-001","Digital VLSI Design","LECTURE","T1225|H1225",80
"EMCB 112",0,"U0030884","MYERS, C. J.","CP SC 6750-001","Syn & Ver Asyn VLSI Sys","LECTURE","T1540|H1540",80
"EMCB 101",0,"U0415400","BALASUBRAMONIAN, R.","CP SC 6810-001","Adv Cptr Architecture","LECTURE","T1045|H1045",80
"EMCB 105",0,"U0030391","HOLLAAR, L. A.","CP SC 696-001","Digital IP Law","SPECIAL TOPICS","T1800",105
"EMCB 103",0,"U0068646","DYKMAN, N. A.","CP SC 696-002","Designing Complex Software","SPECIAL TOPICS","M1715|W1715",80
"EMCB 105",0,"U0030391","HOLLAAR, L. A.","CP SC 6960-001","Digital IP Law","SPECIAL TOPICS","T1800",105
"EMCB 103",0,"U0068646","DYKMAN, N. A.","CP SC 6961-001","Designing Complex Software","LECTURE","M1715|W1715",80
"EMCB 103",0,"U0417384","SILVA, C. T.","CP SC 6962-001","Algorithms","SPECIAL TOPICS","T1715|H1715",80
"EMCB 120",0,"U0361169","KALLA, P.","CP SC 6963-001","VLSI Logic Test Valid & Verif","SPECIAL TOPICS","M1255|W1255|F1255",50
"EMCB 103",0,"U0030676","JOHNSON, C. R.","CP SC 7930-001","Advanced Seminar","SEMINAR","M1505|W1505|F1505",115
"MEB 4560",1,"U0028138","LINDSTROM, G. E.","CP SC 7940-001","Seminar","SEMINAR","F1045",50
"MEB 3490",1,"U0417384","SILVA, C. T.","CP SC 7940-002","Seminar","SEMINAR","F1150",115
"MEB 2325",49,"U0034190","KESSLER, R. R.","CP SC 7940-003","Seminar","SEMINAR","W1400",115
"EMCB 122",0,"U0028553","RIESENFELD, R. F.","CP SC 7940-005","Seminar","SEMINAR","T1400|H1400",80
"MEB 1208",50,"U0361206","PRAUN, E. C.","CP SC 7940-006","Seminar","SEMINAR","F1205",50
"EMCB 124",0,"U0415400","BALASUBRAMONIAN, R.","CP SC 7940-008","Seminar","SEMINAR","T1400",80
"MEB 3105",60,"U0441894","TRICOCHE, X. M.","CP SC 7961-001","Flow Visualization","SPECIAL TOPICS","M1015|W1015",80
