"Room","Capacity","UUID","Professor","Class","Title","Type","Time","Length"
"MEB 3225",30,"U0631411","BARGTEIL, A. W.","CS 2420-003","Intro Alg & Data Struct","LABORATORY","F1045",50
"MEB 3225",30,"U0631411","BARGTEIL, A. W.","CS 2420-004","Intro Alg & Data Struct","LABORATORY","F1150",50
"MEB 3225",30,"U0631411","BARGTEIL, A. W.","CS 2420-005","Intro Alg & Data Struct","LABORATORY","F1255",50
"ANNEX 2214",18,"U0708330","TOPONCE, A. S.","CS 2963-001","LPI Level 1","LAB/DISCUSSION","W1800",180
"WEB 1250",0,"U0030110","HENDERSON, T. C.","CS 3020-001","Research Forum","SEMINAR","T1225",80
"WEB 1230",92,"U0028988","ZACHARY, J. L.","CS 3100-001","Models Of Computation","LECTURE","T1045|H1045",80
"WEB 2230",88,"U0684549","PHILLIPS, J.","CS 3130-001","Eng Prob Stats","LECTURE","T1540|H1540",80
"WEB L104",262,"U0035613","DE ST GERMAIN, H. J.","CS 3500-001","Software Practice","LECTURE","T1400|H1400",80
"MEB 3225",30,"U0035613","DE ST GERMAIN, H. J.","CS 3500-002","Software Practice","DISCUSSION","W0835",50
"MEB 3225",30,"U0035613","DE ST GERMAIN, H. J.","CS 3500-003","Software Practice","DISCUSSION","W0940",50
"MEB 3225",30,"U0035613","DE ST GERMAIN, H. J.","CS 3500-004","Software Practice","DISCUSSION","W1045",50
"MEB 3225",30,"U0035613","DE ST GERMAIN, H. J.","CS 3500-005","Software Practice","DISCUSSION","W1150",50
"MEB 3225",30,"U0035613","DE ST GERMAIN, H. J.","CS 3500-006","Software Practice","DISCUSSION","W1255",50
"MEB 3225",30,"U0035613","DE ST GERMAIN, H. J.","CS 3500-007","Software Practice","DISCUSSION","W1400",50
"MEB 3225",30,"U0035613","DE ST GERMAIN, H. J.","CS 3500-008","Software Practice","DISCUSSION","W1505",50
"WEB L110",60,"U0030884","MYERS, C. J.","CS 3710-001","Computer Design Lab","LABORATORY","T1540|H1540",80
"WEB L104",262,"U0063547","JENSEN, P. A.","CS 3810-001","Computer Organization","LECTURE","T0910|H0910",80
"MEB 3147",1,"U0504657","STEVENS, K. S.","CS 3991-001","CE Junior Seminar","SEMINAR","T1045",80
"WEB 2230",88,"U0035613","DE ST GERMAIN, H. J.","CS 4000-001","Senior Capstone Design","LECTURE","M1045|W1045|F1045",50
"MEB 3225",30,"U0063547","JENSEN, P. A.","CS 4190-001","Programming Challenges","SEMINAR","M1505|F1505",150
"WEB L112",60,"U0028245","GOPALAKRISHNAN, G.","CS 4230-001","Parallel Programming","LECTURE","T0910|H0910",80
"WEB L101",208,"U0726955","ROSEN, P. A.","CS 4400-001","Computer Systems","LECTURE","M1325|W1325",80
"WEB 1230",92,"U0029088","HANSEN, C. D.","CS 4600-001","Computer Graphics","LECTURE","M1150|W1150",80
"MEB 3143",24,"U0031683","BRUNVAND, E. L.","CS 4710-001","Comptr Eng Sr Project","SPECIAL PROJECTS","T1225|H1225",80
"WEB 2250",74,"U9999993","KIRBY, R. M. I.","CS 4960-001","Comp Mthds for Sim & Data Sci","SPECIAL TOPICS","T1225|H1225",80
"M LI 1120",45,"U0287564","STOKER, M. L.","CS 4962-001","Mobile Apps: Android","SPECIAL TOPICS","M1500|W1500",80
"M LI 1120",45,"U0287564","STOKER, M. L.","CS 4962-002","Mobile Apps: Android","SPECIAL TOPICS","M1635|W1635",80
"WEB 2250",74,"U0030110","HENDERSON, T. C.","CS 5300-001","Artificial Intelligence","LECTURE","T1045|H1045",80
"WEB 1250",0,"U0029780","HOLLERBACH, J. M.","CS 5310-001","Robotics","LECTURE","M1400|W1400|F1400",50
"WEB L102",93,"U0412170","KASERA, S. K.","CS 5490-001","Network Security","LECTURE","M1325|W1325",80
"WEB L102",93,"U0341935","MEYER, M. D.","CS 5630-001","Visualization","LECTURE","T0910|H0910",80
"WEB 2230",88,"U0504657","STEVENS, K. S.","CS 5710-001","Digital VLSI Design","LECTURE","T1715|H1715",80
"WEB L105",145,"U0361169","KALLA, P.","CS 5745-001","Test/Verif Digital Ckts","ACTIVITY","M1325|W1325",80
"MEB 3105",60,"U0281050","REGEHR, J.","CS 5785-001","Adv. Embedded Software","LECTURE","M1150|W1150",80
"LCB 219",86,"U0061533","JOHNSON, D. E.","CS 5962-001","Programming for Engineers","SPECIAL TOPICS","M1255|W1255|F1255",50
"WEB L114",60,"U0978964","SUNDAR, H.","CS 5965-001","Big Data Computer Systems","SPECIAL TOPICS","M1325|W1325",80
"WEB L105",145,"U0548623","VENKATASUBRAMANIAN, S.","CS 6150-001","Advanced Algorithms","LECTURE","T1045|H1045",80
"WEB 1230",92,"U0030676","JOHNSON, C. R.","CS 6210-001","Adv Sci Computing I","LECTURE","T1225|H1225",80
"WEB 1250",0,"U0029780","HOLLERBACH, J. M.","CS 6310-001","Robotics","LECTURE","M1400|W1400|F1400",50
"WEB L126",40,"U0030110","HENDERSON, T. C.","CS 6380-001","Multi-agent Systems","LECTURE","T1400|H1400",80
"MEB 2325",49,"U0852541","VAN DER MERWE, J. E.","CS 6480-001","Adv Computer Networks","LECTURE","M1500|W1500",80
"WEB L102",93,"U0412170","KASERA, S. K.","CS 6490-001","Network Security","LECTURE","M1325|W1325",80
"MEB 3147",1,"U0028572","COHEN, E.","CS 6600-001","Math of Comp Graphics","LECTURE","M1150|W1150",80
"WEB 2250",74,"U0852752","YUKSEL, C.","CS 6620-001","Ray Tracing for Graphic","LECTURE","T1540|H1540",80
"WEB L102",93,"U0341935","MEYER, M. D.","CS 6630-001","Visualization","LECTURE","T0910|H0910",80
"WEB 1230",92,"U0564884","GERIG, G.","CS 6640-001","Image Processing","LECTURE","M1325|W1325",80
"WEB 1450",0,"U0631411","BARGTEIL, A. W.","CS 6665-001","Character Animation","LECTURE","M1325|W1325",80
"WEB 2230",88,"U0504657","STEVENS, K. S.","CS 6710-001","Digital VLSI Design","LECTURE","T1715|H1715",80
"WEB L105",145,"U0361169","KALLA, P.","CS 6745-001","Test/Verif Digital Ckts","ACTIVITY","M1325|W1325",80
"MEB 3105",60,"U0281050","REGEHR, J.","CS 6785-001","Adv. Embedded Software","LECTURE","M1150|W1150",80
"MEB 3147",1,"U0035173","THOMPSON, W. B.","CS 6955-001","GRFP Proposal Writing","SPECIAL TOPICS","M1630|W1630",60
"WEB 2250",74,"U0847004","RISBUD, A.","CS 6960-001","Wrtg and Comm for Grad Stdnts","SPECIAL TOPICS","W1310",100
"WEB L122",50,"U0929025","SRIKUMAR, V.","CS 6961-001","Structured Prediction","SPECIAL TOPICS","T1225|H1225",80
"LCB 219",86,"U0061533","JOHNSON, D. E.","CS 6962-001","Programming for Engineers","SPECIAL TOPICS","M1255|W1255|F1255",50
"WEB L122",50,"U0982243","DENNING, T.","CS 6964-001","Human-Centered Research:","SPECIAL TOPICS","T1400|H1400",80
"WEB L114",60,"U0978964","SUNDAR, H.","CS 6965-001","Big Data Computer Systems","SPECIAL TOPICS","M1325|W1325",80
"WEB 1230",92,"U0849246","RAKAMARIC, Z.","CS 7930-001","Colloquium","SEMINAR","M0940|W0940|F0940",115
"WEB 1450",0,"U0548623","VENKATASUBRAMANIAN, S.","CS 7931-001","Data Mining Seminar","SEMINAR","W1150",80
"WEB 3760",10,"U0341935","MEYER, M. D.","CS 7932-001","Scientific Computing & Imaging","SEMINAR","F1400",50
"MEB 3515",20,"U0631411","BARGTEIL, A. W.","CS 7933-002","Graphics Seminar","SEMINAR","T1200",120
"WEB 1460",0,"U0031750","EIDE, E. N.","CS 7934-001","Computer Systems Seminar","SEMINAR","F1400",90
"WEB 3760",10,"U0564884","GERIG, G.","CS 7938-001","Image Analysis Seminar","SEMINAR","M1200",60
"MEB 3147",1,"U0029780","HOLLERBACH, J. M.","CS 7939-001","Robotics","SEMINAR","H1255",50
"MEB 3147",1,"U0684549","PHILLIPS, J.","CS 7941-001","Advanced Seminar","SEMINAR","H1345",75
"WEB 3760",10,"U0029088","HANSEN, C. D.","CS 7942-001","Visualization Seminar","SEMINAR","F1030",60
